id,first_name,last_name,country,number
1651,Ivan,Cremonini,ITA,
1652,Daniela,Tognoli,ITA,
1653,Kevin,Mawdsley,GBR,
1654,Jamie,Robinson,GBR,
1655,Bohumil,Stasa Jr.,CZE,
1656,Marek,Moravek,CZE,
1657,Jaroslav,Hules,CZE,
1658,Davide,Bulega,ITA,
1659,Stefano,Perugini,ITA,
1660,Kenny,Roberts Jr,USA,10
1661,Jean-Marc,Deletang,FRA,
1662,Miguel,Castilla,SPA,
1663,Josep,Sarda,SPA,
1664,Norick,Abe,JPN,
1665,Cristiano,Migliorati,ITA,
1666,Scott,Doohan,AUS,
1667,Udo,Mark,GER,
1668,Craig,Connell,AUS,
1669,Jose Luis,Cardoso,SPA,30
1670,Krisse,Kaas,FIN,
1671,Enrique,De Juan,SPA,
1672,Rodney,Fee,CAN,
1673,Masaki,Tokudome,JPN,79
1674,Gianluigi,Scalvini,ITA,
1675,Frederic,Petit,FRA,
1676,Glen,Richards,AUS,
1677,Vittorio,Lopez,ITA,
1678,Meng,Heng Kuan,MAL,
1679,Chee,Kieong Soong,MAL,
1680,Yoshiaki,Katoh,JPN,
1681,Lothar,Neukirchner,GER,
1682,Tohru,Ukawa,JPN,72
1683,Kunihiro,Amano,JPN,
1684,Emilio,Alzamora,SPA,
1685,Juan Enrique,Maturana,SPA,
1686,Nicolas,Dussauge,FRA,
1687,Jurgen,Fuchs,GER,
1688,Tomomi,Manako,JPN,
1689,Rick,Van Etten,NED,
1690,Juanlino,Kirindongo,NED,
1691,Marcel,Nooren,NED,
1692,Ermanno,Bastianini,ITA,
1693,Roberto,Locatelli,ITA,15
1694,Yasuaki,Takahashi,JPN,
1695,Bertrand,Stey,FRA,
1696,Frank,Baldinger,GER,
1697,Sebastian,Scarnato,FRA,
1698,Donnie,Hough,USA,
1699,Gregory,Fouet,FRA,
1700,Fabien,Rousseau,FRA,
1701,Nick,Hopkins,GBR,
1702,Eugene,McManus,GBR,
1703,Darren,Barton,GBR,
1704,Michael,Liedl,GER,
1705,Max,Gambino,ITA,
1706,Takahito,Mori,USA,
1707,Kevin,Murray,USA,
1708,Nestor,Amoroso,ARG,
1709,Pablo,Zeballos,ARG,
1710,Scott,Russell,USA,
1711,Martin,Craggill,AUS,
1712,Marcus,Payten,AUS,
1713,Gregorio,Lavilla,SPA,
1714,Olivier,Jacque,FRA,19
1715,Hiroyuki,Kikuchi,JPN,
1716,Andrea,Ballerini,ITA,8
1717,Takehiro,Yamamoto,JPN,43
1718,Tetsu,Ito,JPN,
1719,Masaki,Morikane,JPN,
1720,Shigeru,Ibaraki,JPN,
1721,Youichi,Ui,JPN,88
1722,Masayuki,Azami,JPN,
1723,Brian,Morrison,GBR,
1724,Ramón,Mesa,SPA,
1725,Javier,Diaz,SPA,
1726,Javier,Marsella,SPA,
1727,Jose,Dubon,SPA,
1728,Francisco,Padro,SPA,
1729,Markus,Gemperle,SWI,
1730,Mathias,Neukirchen,GER,
1731,Scott,Gray,USA,
1732,Massimo,Ottobre,ITA,
1733,Luca,Boscoscuro,ITA,
1734,Cristian,Caliumi,ITA,
1735,Stefano,Cruciani,ITA,
1736,Maurice,Bolwerk,NED,
1737,Fank,Van Zutphen,NED,
1738,Rudy,Mulder,NED,
1739,Massimiliano,D'Agnano,ITA,
1740,Bas,Den Breejen,NED,
1741,Rob,Filart,NED,
1742,Peter,Den Heyer,NED,
1743,Florian,Ferracci,FRA,
1744,Chris,Walker,GBR,
1745,Scott,Smart,GBR,
1746,Pete,Jennings,GBR,
1747,Christian,Kellner,GER,
1748,Ruben,Xaus,SPA,11
1749,Uwe,Bolteraurer,AUT,
1750,Benjamin,Weiss,GER,
1751,Lee,Pullan,GBR,
1752,Sebastian,Porto,ARG,19
1753,Markus,Ober,GER,
1754,Damian,Pereyra,ARG,
1755,Gaston,Ruaben,ARG,
1756,Raul,Loscos,SPA,
1757,David,De Gea,SPA,52
1758,Alexander,Folger,GER,
1759,David,Garcia,SPA,
1760,Paul,Young,AUS,
1761,Shahrol,Yuzy,MAL,
1762,Valentino,Rossi,ITA,46
1763,Paolo,Tessari,ITA,
1764,Ivan,Goi,ITA,
1765,Yau Chuen,Tang,MAL,
1766,Yasu,Hatakeyama,JPN,
1767,Christophe,Cogan,FRA,
1768,Petrus,Canisius,INA,
1769,Ahmed,Jayadi,INA,
1770,Noriyasu,Numata,JPN,
1771,Daijiro,Kato,JPN,
1772,Kensuke,Haga,JPN,
1773,Masao,Azuma,JPN,
1774,Shinichi,Sugaya,JPN,
1775,Mokoto,Ono,JPN,
1776,Jose Ramon,Ramirez,SPA,
1777,Alessandro,Antonello,ITA,
1778,Franco,Battaini,ITA,27
1779,Roberto,Rolfo,ITA,44
1780,Roberto,Bellei,ITA,
1781,Gino,Borsoi,ITA,
1782,William,Costes,FRA,
1783,Sebastien,Gimbert,FRA,
1784,Gilles,Ferstler,FRA,
1785,Angel,Nieto Jr.,SPA,
1786,Andre,Romein,NED,
1787,Jaap,Hoogeveen,NED,
1788,Jarno,Janssen,NED,
1789,Gerard,Rike,NED,
1790,Gilbert,De Rover,NED,
1791,Michael,Schulten,GER,
1792,Steve,Jenkner,GER,17
1793,Steve,Sawford,GBR,
1794,Chris,Palmer,GBR,
1795,Richard,Haidegger,AUT,
1796,Thomas,Stadler,AUT,
1797,Johann,Wolfsteiner,AUT,
1798,Harald,Danninger,AUT,
1799,Vladimir,Castka,SVK,
1800,Andrea,Zappa,ITA,
1801,Maurizio,Cucchiarini,ITA,
1802,Francisco,Riquelme,SPA,
1803,Ismael,Bonilla,SPA,
1804,Vicente,Esparragoso,SPA,
1805,Mirko,Giansanti,ITA,32
1806,Daniel,Ribalta,SPA,
1807,Federico,Gartner,ARG,
1808,Fernando,Flores,ARG,
1809,Andrew,Willy,AUS,
1810,Jason,Van Vliet,AUS,
1811,Anthony,Gobert,AUS,
1812,Kirk,McCarthy,AUS,
1813,Troy,Corser,AUS,
1814,Yukio,Kagayama,JPN,
1815,Jay,Vincent,GBR,
1816,Eustaquio,Gavira,SPA,
1817,Kurtis,Roberts,USA,80
1818,Chao,Chee Hou,MAL,
1819,Paholayuth,Kalachan,THA,
1820,Naoki,Matsudo,JPN,45
1821,Naoto,Ogura,JPN,
1822,Choujun,Kameya,JPN,
1823,Idalio,Gavira,SPA,
1824,Kazuhiro,Takao,JPN,
1825,Katsuji,Uezu,JPN,
1826,Jun,Inageda,JPN,
1827,Yuzo,Fujioka,JPN,
1828,Toshiaki,Ozawa,JPN,
1829,Fonsi,Nieto,SPA,10
1830,Francesco,Monaco,ITA,
1831,Walter,Tortoroglio,ITA,
1832,Simone,Sanna,ITA,
1833,Bernd,Holzleitner,AUT,
1834,Claudio,Vanzetta,SWI,
1835,Frederic,Boutin,FRA,
1836,Benny,Jerzenbeck,GER,
1837,Vincent,Philippe,FRA,
1838,Patrick,Detot,FRA,
1839,Henk,Vd Lagemaat,NED,
1840,Gert,Pieper,NED,
1841,Christian,Pistoni,ITA,
1842,Igor,Antonelli,ITA,
1843,Juergen,Lingg,GER,
1844,Stefan,Kruse,GER,
1845,Adilson,Zaccari,BRA,
1846,Cesar,Barros,BRA,
1847,Carlos,Medeiros,BRA,
1848,Renato,Velludo,BRA,
1849,Eraldo,Tome,BRA,
1850,John,McGuinness,GBR,
1851,Callum,Ramsay,GBR,
1852,Gary,May,GBR,
1853,Radomil,Rous,CZE,64
1854,Marco,Melandri,ITA,33
1855,Emanuel,Buchner,GER,
1856,Igor,Kalab,CZE,
1857,David,Guardiola,SPA,
1858,Alvaro,Molina,SPA,31
1859,Joan,Montero,SPA,
1860,David,Ortega,SPA,
1861,Rudi,Arianto,INA,
1862,Troy,Bayliss,AUS,12
1863,William,Strugnell,AUS,
1864,Simon,Weeks,AUS,
1865,Ben,Reid,AUS,
1866,Michael,Clunie,NZE,
1867,Jay,Taylor,AUS,
1868,Hayden,Bool,NZE,
1869,James,Armstrong,AUS,
1870,Matt,Wait,USA,
1871,Noriyuki,Haga,JPN,
1872,Fernando,Cristóbal,SPA,
1873,Mark,Willis,AUS,
1874,Fabio,Carpani,ITA,
1875,Shinya,Nakano,JPN,56
1876,Makoto,Tamada,JPN,6
1877,Nobuyuki,Osaki,JPN,
1878,Takashi,Akita,JPN,
1879,Arnaud,Vincent,FRA,21
1880,Felisberto,Teixeira,POR,
1881,Agustin,Escobar,SPA,
1882,Jeronimo,Vidal,SPA,
1883,Marco,Tresoldi,SWI,
1884,Julien,Allemand,FRA,
1885,Franck,Poulle,FRA,
1886,Johan,Stigefelt,SWE,
1887,Andrea,Iommi,ITA,
1888,Randy,De Puniet,FRA,14
1889,Jimmy,Petit,FRA,
1890,Ivan,Clementi,ITA,
1891,Alex,Debon,SPA,6
1892,Ivan,Martinez,SPA,
1893,Federico,Cerroni,ITA,
1894,Wilhelm,Van Leeuwen,NED,
1895,Harold,De Haan,NED,
1896,Shane,Norval,RSA,
1897,Leon,Haslam,GBR,
1898,David,Mateer,GBR,
1899,Alex,Hofmann,GER,66
1900,Mike,Baldinger,GER,
1901,Adrian,Schmidt,GER,
1902,Christian,Manna,ITA,
1903,Klaus,Nöhles,GER,
1904,Reinhard,Stolz,GER,
1905,Oliver,Perschke,GER,
1906,Dirk,Heidolf,GER,28
1907,Matthieu,Lagrive,FRA,
1908,Michal,Brezina,CZE,
1909,Bohuslav,Seifert,CZE,
1910,Jakub,Smrz,CZE,96
1911,Diego,Giugovaz,ITA,
1912,Filippo,Cotti,ITA,
1913,Max,Sabbatani,ITA,
1914,Lucas,Oliver,SPA,
1915,Pablo,Nieto,SPA,22
1916,Adrian,Araujo,SPA,
1917,Shaun,Geronimi,AUS,
1918,Craig,Frederickson,NZE,
1919,Alessandro,Romagnoli,ITA,
1920,Juan Pablo,Gianini,ARG,
1921,Woolsey,Coulter,GBR,
1922,Diego,Ruaben,ARG,
1923,Leandro,Mulet,ARG,
1924,Gabriel,Borgmann,ARG,
1925,Matias,Rios,ARG,
1926,Cristiano,Vieira,BRA,
1927,Silvio Cesar,Zequim,BRA,
1928,Michael,Rutter,GBR,
1929,Mike,Hale,USA,
1930,Steve,Martin,AUS,
1931,Anthony,West,AUS,95
1932,Manuel,Poggiali,RSM,54
1933,Alessandro,Brannetti,ITA,65
1934,Direk,Archewong,THA,
1935,M.,Meganathan,MAL,
1936,Tatsuya,Yamaguchi,JPN,99
1937,Tekkyu,Kayo,JPN,
1938,Ken,Eguchi,JPN,
1939,Kazuhiro,Kubo,JPN,
1940,Minoru,Nakamura,JPN,
1941,Jesús,Perez,SPA,
1942,Naohiro,Negishi,JPN,
1943,Emilio,Delgado,SPA,
1944,Toni,Elias,SPA,24
1945,Luis,Costa,SPA,
1946,Julien,Da Costa,FRA,
1947,Gregory,Lefort,FRA,
1948,Eric,Dubray,FRA,
1949,Herve,Louiset,FRA,
1950,Mike,Lougassi,FRA,
1951,Marco,Petrini,ITA,
1952,Gaspare,Caffiero,ITA,
1953,Victor,Carrasco,SPA,
1954,Arno,Visscher,NED,
1955,Patrick,Lakerveld,NED,
1956,Ronnie,Timmer,NED,
1957,Kenny,Tibble,GBR,
1958,Christian,Gemmel,GER,
1959,Phillipp,Hafeneger,GER,
1960,Dirk,Reissmann,GER,
1961,William,De Angelis,RSM,
1962,Cristian,Magnani,ITA,
1963,David,Mico,SPA,
1964,Roger,Harrison,AUS,
1965,Kevin,Curtain,AUS,
1966,Robbin,Harms,DAN,
1967,Broc,Parkes,AUS,23
1968,Dennis,Charlett,AUS,
1969,Michael,Teniswood,AUS,
1970,Adrian,Coates,GBR,
1971,Markus,Barth,GER,
1972,Beaumont,Levy,RSA,
1973,Jason,Di Salvo,USA,42
1974,Leandro,Giuggia,ARG,
1975,Yoshiteru,Konishi,JPN,
1976,Sebastien,Legrelle,BEL,
1977,Akira,Ryo,JPN,
1978,David,Tomas,SPA,
1979,Phil,Giles,GBR,
1980,David,Checa,SPA,94
1981,Alex,De Angelis,RSM,15
1982,Decha,Krisart,THA,
1983,Suhathai,Chaemsap,THA,
1984,Shinichi,Nakatomi,JPN,
1985,Nobuyuki,Ohsaki,JPN,
1986,Taro,Sekiguchi,JPN,44
1987,Daisaku,Sakai,JPN,
1988,Hector,Faubel,SPA,55
1989,Bruno,Vecchioni,FRA,
1990,Sylvain,Guintoli,FRA,50
1991,Erwan,Nigon,FRA,63
1992,Hugo,Marchand,FRA,9
1993,Alex,Baldolini,ITA,25
1994,Eric,Bataille,FRA,
1995,Arnold,Litjens,NED,
1996,Gary,Haslam,GBR,
1997,Jason,Davis,GBR,
1998,Andreas,Göbel,GER,
1999,Jarno,Müller,GER,
2000,Achim,Kariger,GER,
2001,Andreas,Hahn,GER,
2002,Michael,Witzeneder,AUT,
2003,Laszlo,Bancsiki,HUN,
2004,Gabor,Talmacsi,HUN,14
2005,José,Leite,POR,
2006,Hiroshi,Aoyama,JPN,7
2007,Yoshinori,Korogi,JPN,
2008,Tomoyoshi,Koyama,JPN,71
2009,Joshua,Brookes,AUS,
2010,Stefano,Bianco,ITA,27
2011,Brendan,Clarke,AUS,
2012,Barry,Veneman,NED,
2013,Lorenzo,Lanzi,ITA,
2014,Katja,Poensgen,GER,
2015,Dani,Pedrosa,SPA,26
2016,Joan,Olive,SPA,6
2017,Raul,Jara,SPA,
2018,Jonathan,Van Vuuren,RSA,
2019,Ivan,Silva,SPA,22
2020,Damaso,Nacher,SPA,
2021,Angel,Rodriguez,SPA,47
2022,Riccardo,Chiarello,ITA,
2023,Herve,Mora,FRA,
2024,Guillaume,Dietrich,FRA,
2025,David,Fouloi,FRA,
2026,Tom,Ouvrard,FRA,
2027,Xavier,Herouin,FRA,
2028,Julien,Enjolras,FRA,
2029,Michele,Conti,ITA,16
2030,Jarno,Boesveld,NED,
2031,Michale,Herzberg,GBR,
2032,Casey,Stoner,AUS,27
2033,Max,Neukirchner,GER,76
2034,Claudius,Klein,GER,
2035,Tobias,Kirmeier,GER,
2036,Rene,Knoefler,GER,
2037,Mika,Kallio,FIN,36
2038,Gabor,Rizmayer,HUN,12
2039,Norman,Rank,GER,
2040,Jascha,Buch,GER,
2041,Matej,Smrz,CZE,
2042,Vaclav,Bittman,CZE,
2043,Tomas,Miksovsky,CZE,
2044,Michael,Garcia,SPA,
2045,Takayuki,Onodera,JPN,
2046,Toshihisa,Kuzuhara,JPN,9
2047,Shuhei,Aoyama,JPN,73
2048,Leandro,Panades,BRA,
2049,John,Hopkins,USA,21
2050,Wataru,Yoshikawa,JPN,8
2051,Andrew,Pitt,AUS,88
2052,Hector,Barbera,SPA,8
2053,Mattia,Angeloni,ITA,
2054,Imre,Toth,HUN,10
2055,Andrea,Dovizioso,ITA,4
2056,Michel,Fabrizio,ITA,84
2057,Chaz,Davies,GBR,57
2058,Jorge,Lorenzo,SPA,99
2059,Alvaro,Bautista,SPA,19
2060,Gregory,Leblanc,FRA,38
2061,Yohann,Tiberio,FRA,
2062,Vincent,Braillard,SWI,26
2063,Gioele,Pellino,ITA,42
2064,Simone,Corsi,ITA,24
2065,Julian,Simon,SPA,60
2066,Leon,Camier,GBR,2
2067,Peter,Politiek,NED,
2068,Fabrizio,Lai,ITA,32
2069,Adri,Den Bekker,NED,
2070,Randy,Gevers,NED,68
2071,Gerald,Perdon,NED,
2072,Andrew,Whittley,GBR,
2073,Christian,Elkin,GBR,56
2074,Christopher,Martin,GBR,
2075,Thomas,Luthi,SWI,12
2076,Dario,Giuseppetti,GER,25
2077,Patrick,Unger,GER,13
2078,Jascha,Buech,GER,
2079,Manuel,Mickan,GER,98
2080,Marco,Simoncelli,ITA,58
2081,Yuki,Takahashi,JPN,72
2082,Katsuyuki,Nakasuga,JPN,21
2083,Ryuji,Yokoe,JPN,78
2084,Noboyuki,Ohsaki,JPN,
2085,Takashi,Yasuda,JPN,
2086,Hideyuki,Ogata,JPN,
2087,Russell,Holland,AUS,
2088,Joshua,Waters,AUS,
2089,Peter,Holmes,AUS,
2090,Jeremy,Crowe,AUS,
2091,Chuck,Sorensen,USA,
2092,Ruben,Catalan,SPA,
2093,Nicky,Hayden,USA,69
2094,Colin,Edwards,USA,5
2095,Ryuichi,Kiyonari,JPN,54
2096,Akira,Yanagawa,JPN,87
2097,Tamaki,Serizawa,JPN,
2098,Mike,Di Meglio,FRA,63
2099,Akio,Tanaka,JPN,
2100,Sadahito,Suma,JPN,
2101,Peter,Lenart,HUN,
2102,Luis,Castro,SPA,
2103,Sergio,Gadea,SPA,33
2104,Ismael,Ortega,SPA,
2105,Samuel,Aubry,FRA,
2106,Alessio,Aldrovandi,ITA,
2107,Michele,Pirro,ITA,51
2108,Lukas,Pesek,CZE,52
2109,Jordi,Carchano,SPA,28
2110,Jan,Blok,NED,
2111,Arie,Vos,NED,
2112,Hans,Smees,NED,66
2113,Jarno,Vd Marel,NED,
2114,Paul,Veazey,GBR,
2115,Midge,Smart,GBR,
2116,Lee,Longden,GBR,
2117,Chester,Lusk,GBR,
2118,Vesa,Kallio,FIN,
2119,Michal,Filla,CZE,70
2120,Marketa,Janakova,CZE,
2121,Luka,Nedog,SLO,
2122,Chris,Burns,GBR,
2123,Frederik,Watz,SWE,18
2124,Miguel,Praia,POR,
2125,Manuel,Manna,ITA,
2126,Michele,Danese,ITA,41
2127,Hiroaki,Kuzuhara,JPN,90
2128,Shi Zhao,Huang,CHN,58
2129,Shane,Byrne,GBR,67
2130,Mattia,Pasini,ITA,54
2131,Jarno,Ronzoni,ITA,71
2132,Raymond,Schouten,NED,16
2133,Georg,Froehlich,GER,95
2134,Enrique,Jerez,SPA,51
2135,Mathieu,Gines,FRA,56
2136,Yannick,Deschamps,FRA,73
2137,Mikko,Kyyhkynen,FIN,
2138,Jordi,Planas,SPA,
2139,Jarno,Van Der Marel,NED,
2140,Lee,Dickinson,GBR,
2141,Raffaele,De Rosa,ITA,35
2142,Eugene,Laverty,IRL,50
2143,Kris,Weston,GBR,
2144,Thomas,Bridewell,GBR,
2145,Michael,Ranseder,AUT,60
2146,Lorenzo,Zanetti,ITA,8
2147,Patrik,Vostarek,CZE,87
2148,James,Ellison,GBR,77
2149,Matthew,Kuhne,AUS,
2150,Bryan,Staring,AUS,67
2151,Nicolas,Terol,SPA,18
2152,Aleix,Espargaro,SPA,41
2153,Chris,Vermeulen,AUS,7
2154,Martin,Cardenas,COL,36
2155,Yves,Polzer,AUT,42
2156,Alexis,Masbou,FRA,10
2157,Sandro,Cortese,GER,11
2158,Andrea,Iannone,ITA,29
2159,Federico,Sandi,ITA,10
2160,Karel,Abraham,CZE,17
2161,Zi Xian,He,CHN,62
2162,Wai On,Cheung,CHN,38
2163,Ho Wan,Chow,CHN,89
2164,Mathieu,Lussiana,FRA,88
2165,Jules,Cluzel,FRA,16
2166,Alexis,Michel,FRA,90
2167,Lorenzo,Baroni,ITA,23
2168,Luca,Verdini,ITA,92
2169,Nico,Vivarelli,ITA,93
2170,Gabriele,Ferro,ITA,20
2171,Mateo,Tunez,SPA,21
2172,Daniel,Saez,SPA,78
2173,Hugo,Van Den Berg,NED,56
2174,Stefan,Bradl,GER,6
2175,Gert-Jan,Kok,NED,79
2176,Joey,Litjens,NED,37
2177,Andreas,Martensson,SWE,26
2178,Dan,Linfoot,GBR,45
2179,James,Westmorland,GBR,95
2180,Rob,Guiver,GBR,57
2181,Kevin,Coghlan,GBR,49
2182,Nicklas,Cajback,SWE,23
2183,Thomas,Walter,GER,52
2184,Franz,Aschenbrenner,GER,17
2185,Sascha,Hommel,GER,31
2186,Thomas,Mayer,GER,99
2187,David,Bonache,SPA,48
2188,Lukas,Razek,CZE,97
2189,Kouki,Takahashi,JPN,93
2190,Mamoru,Akiya,JPN,77
2191,Yuki,Hamamoto,JPN,64
2192,Takumi,Takahashi,JPN,20
2193,Arata,Mori,JPN,66
2194,Kazuki,Hanafusa,JPN,67
2195,Hiroomi,Iwata,JPN,50
2196,Doni Tata,Pradita,INA,45
2197,Arturo,Tizon,SPA,23
2198,Blake,Leigh-Smith,AUS,67
2199,Tom,Hatton,AUS,81
2200,Zheng Peng,Li,CHN,61
2201,Zhu,Wang,CHN,60
2202,Tito,Rabat,SPA,53
2203,Kousuke,Akiyoshi,JPN,64
2204,Alessio,Palumbo,ITA,85
2205,Luca,Morelli,ITA,22
2206,Bradley,Smith,GBR,38
2207,Simone,Grotzkyj,ITA,15
2208,Roberto,Tamburini,ITA,20
2209,Ivan,Maestro,SPA,76
2210,Sinan,Sofuoglu,TUR,40
2211,Dino,Lombardi,ITA,13
2212,Jin,Xiao,CHN,63
2213,Chin Feng,Ho,CHN,59
2214,Fabricio,Perren,ARG,37
2215,Omar,Menghi,ITA,64
2216,Daniele,Rossi,ITA,88
2217,Roberto,Lacalendola,ITA,87
2218,Pol,Espargaro,SPA,44
2219,Bram,Appelo,NED,69
2220,Jan,Roelofs,NED,71
2221,Robert,Muresan,ROU,95
2222,Patrick,Vd Waarsenburg,NED,94
2223,Luke,Lawrence,GBR,75
2224,Randy,Krummenacher,SWI,4
2225,Anthony,Rogers,GBR,
2226,Kyle,Kentish,GBR,
2227,Meik Kevin,Minnerop,GER,78
2228,Toni,Wirsing,GER,94
2229,Robin,Laesser,GER,61
2230,Clement,Dunikowski,FRA,83
2231,Eric,Hubsch,GER,72
2232,Kenni,Aggerholm,DAN,84
2233,Michal,Sembera,CZE,69
2234,Michal,Prasek,CZE,70
2235,Stefano,Musco,ITA,56
2236,Rong Zai,Su,CHN,56
2237,Rhys,Moller,AUS,59
2238,Ratthapark,Wilairot,THA,14
2239,Seijin,Oikawa,JPN,89
2240,Iori,Namihira,JPN,51
2241,Kazuma,Watanabe,JPN,49
2242,Shoya,Tomizawa,JPN,48
2243,Kazuya,Otani,JPN,73
2244,Joao,Fernandes,POR,32
2245,Dominique,Aegerter,SWI,77
2246,Santiago,Barragan,SPA,53
2247,Pere,Tutusaus,SPA,30
2248,Roger Lee,Hayden,USA,95
2249,Steve,Bonsey,USA,51
2250,Danny,Webb,GBR,99
2251,Tobias,Siegert,GER,41
2252,Alen,Gyorfi,HUN,40
2253,Romain,Maitre,FRA,46
2254,Steven,Le Coquen,FRA,52
2255,Julien,Cartron,FRA,48
2256,Thomas,Tallevi,ITA,65
2257,Simone,Sancioni,ITA,42
2258,Philipp,Eitzinger,AUT,85
2259,Efren,Vazquez,SPA,7
2260,Toby,Markham,GBR,54
2261,Luke,Jones,GBR,82
2262,Nikki,Coates,GBR,83
2263,Robbie,Stewart,GBR,84
2264,Tom,Hayward,GBR,81
2265,Ronald,Beitler,NED,69
2266,Roy,Pouw,NED,90
2267,Jasper,Iwema,NED,53
2268,Ferry,Stoffer,NED,88
2269,Thomas,Walther,GER,38
2270,Joshua,Sommer,GER,18
2271,Eric,Huebsch,GER,65
2272,Sebastien,Eckner,GER,67
2273,Ricard,Cardus,SPA,88
2274,Karel,Pesek,CZE,86
2275,Karel,Majek,CZE,91
2276,Ferruccio,Lamborghini,ITA,70
2277,Federico,Biaggi,ITA,80
2278,Louis,Rossi,FRA,96
2279,Stevie,Bonsey,USA,51
2280,Nayuta,Mizuno,JPN,69
2281,Yuuichi,Yanagisawa,JPN,58
2282,Glenn,Scott,AUS,68
2283,Cyril,Carrillo,FRA,36
2284,Takaaki,Nakagami,JPN,30
2285,James,Toseland,GBR,52
2286,Ben,Spies,USA,11
2287,Jamie,Hacking,USA,12
2288,Scott,Redding,GBR,45
2289,Robin,Lasser,GER,21
2290,Alberto,Moncayo,SPA,23
2291,Axel,Pons,SPA,49
2292,Russel,Gomez,SPA,7
2293,Marc,Marquez,SPA,93
2294,Lorenzo,Savadori,ITA,32
2295,Riccardo,Moretti,ITA,51
2296,Luca,Vitali,ITA,10
2297,Daniel,Arcas,SPA,92
2298,Jordi,Dalmau,SPA,31
2299,Lee,Costello,GBR,67
2300,Matthew,Hoyle,GBR,64
2301,Connor,Behan,GBR,66
2302,Paul,Jordan,IRL,68
2303,Luke,Hinton,GBR,65
2304,Michael,Van Der Mark,NED,60
2305,Robert,Gull,SWE,84
2306,Ernst,Dubbink,NED,89
2307,Jerry,Van De Bunt,NED,67
2308,Marcel,Schrotter,GER,23
2309,Marvin,Fritz,GER,85
2310,Marco,Ravaioli,ITA,72
2311,Sebastian,Kreuziger,GER,88
2312,Bastien,Chesaux,SWI,8
2313,Lukas,Sembera,CZE,69
2314,Andrea,Touskova,CZE,98
2315,Jonas,Folger,GER,94
2316,Gennaro,Sabatino,ITA,49
2317,Adrian,Martin,SPA,26
2318,PJ,Jacobsen,USA,54
2319,Davide,Stirpe,ITA,74
2320,Kristian Lee,Turner,USA,90
2321,Takumi,Endoh,JPN,69
2322,Yuuki,Ito,JPN,68
2323,Hiroki,Ono,JPN,76
2324,Jed,Metcher,AUS,91
2325,Brad,Gross,AUS,46
2326,Cristian,Trabalon,SPA,25
2327,Niccolo,Canepa,ITA,88
2328,Vladimir,Leonov,RUS,56
2329,Aitor,Rodriguez,SPA,77
2330,Johann,Zarco,FRA,5
2331,Cameron,Beaubier,USA,6
2332,Luca,Marconi,ITA,87
2333,Kazuki,Watanabe,JPN,28
2334,Satoru,Kamada,JPN,59
2335,Yuki,Oogane,JPN,57
2336,Yuma,Yahagi,JPN,56
2337,Valentin,Debise,FRA,53
2338,Luis,Salom,SPA,39
2339,Borja,Maestro,SPA,41
2340,Eduard,Lopez,SPA,40
2341,Gregory,Di Carlo,FRA,48
2342,Sturla,Fagerhaug,NOR,50
2343,Balazs,Nemeth,HUN,11
2344,Luigi,Morciano,ITA,3
2345,Alessandro,Tonucci,ITA,19
2346,Johnny,Rosell,SPA,59
2347,Pepijn,Bijsterbosch,NED,83
2348,Joakim,Stensmo,SWE,66
2349,Daniel,Kartheininger,GER,12
2350,Toni,Finsterbusch,GER,9
2351,Damien,Raemy,SWI,80
2352,Eeki,Kuparinen,FIN,81
2353,Luke,Mossey,GBR,64
2354,Martin,Glossop,GBR,91
2355,James,Lodge,GBR,89
2356,Timothy,Hastings,GBR,90
2357,Ivan,Visak,CRO,68
2358,Ladislav,Chmelik,CZE,67
2359,Barrett,Long,USA,29
2360,Adam,Roberts,CAN,30
2361,Ben,Young,USA,74
2362,Miles,Thornton,USA,75
2363,Jacub,Jantulik,SVK,70
2364,Jakub,Kornfeil,CZE,84
2365,Christopher,Moretti,ITA,88
2366,Quentin,Jacquet,FRA,19
2367,Andrew,Lawson,AUS,54
2368,Levi,Day,AUS,98
2369,Nicky,Diles,AUS,96
2370,Elly,Ilias,MAL,28
2371,Muhammad,Zulfahmi,MAL,23
2372,William,Dunlop,IRL,33
2373,Joan,Perello,SPA,36
2374,Kenny,Noyes,USA,9
2375,Claudio,Corti,ITA,71
2376,Arne,Tode,GER,41
2377,Anthony,Delhalle,FRA,96
2378,Vladimir,Ivanov,UKR,61
2379,Robertino,Pietri,VEN,39
2380,Bernat,Martinez,SPA,76
2381,Yannick,Guerra,SPA,88
2382,Mashel,Al Naimi,QAT,95
2383,Yonny,Hernandez,COL,68
2384,Zulfahmi,Khairuddin,MAL,63
2385,Amadeo,Llados,SPA,92
2386,Ivan,Moreno,SPA,21
2387,Isaac,Viñales,SPA,32
2388,Xavier,Simeon,BEL,19
2389,Kevin,Szalai,FRA,82
2390,Morgan,Berchet,FRA,83
2391,Mattia,Tarozzi,ITA,98
2392,Armando,Pontone,ITA,80
2393,Tommaso,Gabrielli,ITA,96
2394,Deane,Brown,GBR,75
2395,Taylor,Mackenzie,GBR,17
2396,Danny,Kent,GBR,52
2397,Yusuke,Teshima,JPN,11
2398,Jordi,Torres,SPA,81
2399,Carmelo,Morales,SPA,31
2400,Dani,Rivas,SPA,27
2401,Peter,Sebestyen,HUN,56
2402,Damian,Cudlin,AUS,50
2403,Kevin,Hanus,GER,86
2404,Francesco,Mauriello,ITA,43
